dt,b1,b2,b3,b4
2023-01-17 00:05:20.640656282,0.037000000000000005,-0.046,0.049,-0.063
2023-01-17 00:05:24.859612285,0.071,0.11,-0.071,-0.034
2023-01-17 00:05:29.078568289,0.107,0.083,-0.073,-0.09300000000000001
2023-01-17 00:05:33.297524293,-0.02,-0.024,-0.122,-0.015
2023-01-17 00:05:37.516480296,-0.055999999999999994,-0.081,-0.08800000000000001,-0.002
2023-01-17 00:05:41.735436300,-0.078,-0.073,-0.054000000000000006,-0.005
2023-01-17 00:05:45.954392304,0.027000000000000003,-0.012,-0.027000000000000003,0.085
2023-01-17 00:05:50.173348308,0.063,0.046,-0.028999999999999998,0.054000000000000006
2023-01-17 00:05:54.392304311,-0.051,-0.107,0.081,0.006999999999999999
2023-01-17 00:05:58.611260315,-0.115,-0.122,-0.09300000000000001,-0.006999999999999999
2023-01-17 00:06:02.830216319,-0.068,-0.09,-0.049,-0.006999999999999999
2023-01-17 00:06:07.049172322,-0.059000000000000004,-0.066,-0.078,0.12
2023-01-17 00:06:11.268128326,-0.024,-0.055999999999999994,0.081,0.139
2023-01-17 00:06:15.487084330,-0.044000000000000004,-0.017,0.028999999999999998,0.012
2023-01-17 00:06:19.706040334,0.027000000000000003,-0.044000000000000004,0.02,-0.037000000000000005
2023-01-17 00:06:23.924996337,-0.012,-0.042,-0.12,-0.015
2023-01-17 00:06:28.143952341,-0.054000000000000006,0.002,-0.049,0.012
2023-01-17 00:06:32.362908345,-0.02,-0.037000000000000005,0.059000000000000004,0.098
2023-01-17 00:06:36.581864348,0.022000000000000002,0.171,-0.081,0.049
2023-01-17 00:06:40.800820352,-0.066,0.09300000000000001,-0.01,0.039
2023-01-17 00:06:45.019776356,-0.037000000000000005,-0.09300000000000001,0.044000000000000004,-0.12
2023-01-17 00:06:49.238732359,0.11699999999999999,0.071,0.2,-0.049
2023-01-17 00:06:53.457688363,0.071,0.078,0.01,-0.149
2023-01-17 00:06:57.676644367,0.028999999999999998,0.222,0.044000000000000004,0.02
2023-01-17 00:07:01.895600371,0.015,0.034,0.083,-0.027000000000000003
2023-01-17 00:07:06.114556374,-0.032,-0.037000000000000005,-0.022000000000000002,-0.002
2023-01-17 00:07:10.333512378,0.027000000000000003,-0.005,0.044000000000000004,-0.1
2023-01-17 00:07:14.552468382,-0.044000000000000004,0.063,0.0,-0.022000000000000002
2023-01-17 00:07:18.771424385,-0.22,-0.054000000000000006,-0.068,0.028999999999999998
2023-01-17 00:07:22.990380389,-0.2,-0.054000000000000006,0.022000000000000002,-0.063
2023-01-17 00:07:27.209336393,-0.024,-0.015,0.132,-0.11199999999999999
2023-01-17 00:07:31.428292397,0.006999999999999999,-0.042,0.063,-0.11199999999999999
2023-01-17 00:07:35.647248400,-0.129,-0.005,-0.022000000000000002,0.012
2023-01-17 00:07:39.866204404,-0.068,-0.034,0.095,0.0
2023-01-17 00:07:44.085160408,0.044000000000000004,-0.034,0.22899999999999998,0.034
2023-01-17 00:07:48.304116411,0.059000000000000004,-0.042,-0.134,-0.055999999999999994
2023-01-17 00:07:52.523072415,0.012,-0.017,-0.18600000000000003,-0.051
2023-01-17 00:07:56.742028419,0.002,0.039,-0.068,-0.028999999999999998
2023-01-17 00:08:00.960984423,-0.068,-0.032,0.034,-0.017
2023-01-17 00:08:05.179940426,0.028999999999999998,0.01,-0.17300000000000001,0.017
2023-01-17 00:08:09.398896430,0.11699999999999999,-0.012,-0.054000000000000006,-0.028999999999999998
2023-01-17 00:08:13.617852434,0.039,0.149,0.054000000000000006,-0.044000000000000004
2023-01-17 00:08:17.836808437,0.005,0.037000000000000005,0.039,-0.078
2023-01-17 00:08:22.055764441,0.08800000000000001,-0.049,-0.212,0.015
2023-01-17 00:08:26.274720445,0.032,0.063,-0.055999999999999994,0.027000000000000003
2023-01-17 00:08:30.493676449,-0.095,0.017,0.134,0.006999999999999999
2023-01-17 00:08:34.712632452,-0.076,-0.022000000000000002,-0.028999999999999998,-0.085
2023-01-17 00:08:38.931588456,-0.032,-0.015,-0.071,-0.051
2023-01-17 00:08:43.150544460,-0.059000000000000004,0.046,-0.002,0.002
2023-01-17 00:08:47.369500463,-0.142,-0.017,0.01,0.028999999999999998
2023-01-17 00:08:51.588456467,-0.16399999999999998,-0.134,-0.012,0.051
2023-01-17 00:08:55.807412471,-0.071,-0.159,0.027000000000000003,-0.024
2023-01-17 00:09:00.026368475,-0.02,-0.027000000000000003,-0.11,0.012
2023-01-17 00:09:04.245324478,-0.032,-0.054000000000000006,0.032,-0.005
2023-01-17 00:09:08.464280482,-0.08800000000000001,-0.022000000000000002,0.024,0.046
2023-01-17 00:09:12.683236486,-0.022000000000000002,0.024,-0.127,0.015
2023-01-17 00:09:16.902192489,0.032,0.022000000000000002,-0.027000000000000003,0.01
2023-01-17 00:09:21.121148493,0.032,-0.071,0.10300000000000001,-0.071
2023-01-17 00:09:25.340104497,0.006999999999999999,-0.09300000000000001,0.09,-0.002
2023-01-17 00:09:29.559060501,-0.022000000000000002,-0.066,0.022000000000000002,-0.034
2023-01-17 00:09:33.778016504,-0.042,0.068,-0.081,-0.012
2023-01-17 00:09:37.996972508,0.024,0.256,-0.044000000000000004,-0.046
2023-01-17 00:09:42.215928512,0.042,0.188,0.01,-0.02
2023-01-17 00:09:46.434884515,-0.017,0.017,-0.027000000000000003,-0.039
2023-01-17 00:09:50.653840519,-0.034,-0.066,0.078,-0.09300000000000001
2023-01-17 00:09:54.872796523,0.01,0.081,0.149,-0.073
2023-01-17 00:09:59.091752526,0.002,0.028999999999999998,0.12,-0.054000000000000006
2023-01-17 00:10:03.310708530,-0.076,0.046,0.127,0.027000000000000003
2023-01-17 00:10:07.529664534,-0.078,-0.02,0.171,-0.017
2023-01-17 00:10:11.748620538,-0.054000000000000006,-0.059000000000000004,-0.054000000000000006,-0.015
2023-01-17 00:10:15.967576541,-0.095,0.034,0.042,-0.006999999999999999
2023-01-17 00:10:20.186532545,-0.073,-0.063,0.193,0.015
2023-01-17 00:10:24.405488549,-0.034,-0.083,0.044000000000000004,0.028999999999999998
2023-01-17 00:10:28.624444552,-0.10300000000000001,-0.027000000000000003,0.028999999999999998,0.022000000000000002
2023-01-17 00:10:32.843400556,-0.081,0.044000000000000004,0.078,0.061
2023-01-17 00:10:37.062356560,-0.08800000000000001,-0.015,-0.034,0.01
2023-01-17 00:10:41.281312564,-0.017,-0.055999999999999994,-0.107,0.034
2023-01-17 00:10:45.500268567,-0.049,-0.027000000000000003,0.049,-0.1
2023-01-17 00:10:49.719224571,0.012,-0.051,-0.046,-0.032
2023-01-17 00:10:53.938180575,-0.09,0.012,0.028999999999999998,-0.059000000000000004
2023-01-17 00:10:58.157136578,-0.122,0.11699999999999999,-0.063,0.049
2023-01-17 00:11:02.376092582,0.01,0.17600000000000002,-0.049,0.134
2023-01-17 00:11:06.595048586,0.022000000000000002,0.066,0.068,0.028999999999999998
2023-01-17 00:11:10.814004590,0.122,-0.027000000000000003,0.071,-0.085
2023-01-17 00:11:15.032960593,0.107,0.012,-0.125,-0.049
2023-01-17 00:11:19.251916597,0.012,0.002,-0.085,0.024
2023-01-17 00:11:23.470872601,-0.017,0.071,0.051,0.071
2023-01-17 00:11:27.689828604,-0.107,0.066,-0.015,0.078
2023-01-17 00:11:31.908784608,-0.107,-0.044000000000000004,-0.08800000000000001,-0.068
2023-01-17 00:11:36.127740612,0.034,-0.083,-0.115,-0.024
2023-01-17 00:11:40.346696616,-0.034,-0.085,0.063,0.049
2023-01-17 00:11:44.565652619,-0.044000000000000004,0.028999999999999998,0.066,0.081
2023-01-17 00:11:48.784608623,-0.061,-0.105,-0.059000000000000004,0.063
2023-01-17 00:11:53.003564627,-0.115,-0.122,-0.129,0.006999999999999999
2023-01-17 00:11:57.222520630,-0.132,-0.028999999999999998,-0.105,-0.044000000000000004
2023-01-17 00:12:01.441476634,-0.193,0.0,0.13699999999999998,-0.01
2023-01-17 00:12:05.660432638,-0.028999999999999998,0.037000000000000005,-0.005,0.027000000000000003
2023-01-17 00:12:09.879388642,0.078,0.037000000000000005,-0.068,-0.09
2023-01-17 00:12:14.098344645,0.09300000000000001,0.146,-0.095,-0.105
2023-01-17 00:12:18.317300649,0.1,0.095,0.027000000000000003,-0.12
2023-01-17 00:12:22.536256653,0.049,-0.02,-0.122,-0.028999999999999998
2023-01-17 00:12:26.755212656,-0.037000000000000005,-0.039,-0.032,0.046
2023-01-17 00:12:30.974168660,0.028999999999999998,0.23199999999999998,0.066,0.01
2023-01-17 00:12:35.193124664,-0.027000000000000003,0.168,0.188,-0.098
2023-01-17 00:12:39.412080668,0.002,-0.149,-0.151,-0.105
2023-01-17 00:12:43.631036671,0.081,-0.024,-0.098,-0.1
2023-01-17 00:12:47.849992675,-0.024,0.071,-0.168,-0.071
2023-01-17 00:12:52.068948679,-0.083,0.242,-0.022000000000000002,0.061
2023-01-17 00:12:56.287904682,-0.046,-0.127,0.10300000000000001,-0.049
2023-01-17 00:13:00.506860686,-0.002,-0.115,0.127,-0.028999999999999998
2023-01-17 00:13:04.725816690,-0.037000000000000005,-0.005,0.122,-0.068
2023-01-17 00:13:08.944772693,-0.149,-0.09,0.134,-0.037000000000000005
2023-01-17 00:13:13.163728697,-0.02,-0.146,-0.09,-0.015
2023-01-17 00:13:17.382684701,0.01,-0.08800000000000001,0.051,0.044000000000000004
2023-01-17 00:13:21.601640705,-0.049,0.002,0.16399999999999998,-0.028999999999999998
2023-01-17 00:13:25.820596708,-0.105,-0.005,-0.081,-0.044000000000000004
2023-01-17 00:13:30.039552712,-0.051,0.076,-0.17300000000000001,-0.046
2023-01-17 00:13:34.258508716,0.078,0.01,-0.039,-0.073
2023-01-17 00:13:38.477464719,0.071,-0.159,-0.01,-0.022000000000000002
2023-01-17 00:13:42.696420723,0.006999999999999999,0.078,-0.068,-0.078
2023-01-17 00:13:46.915376727,-0.081,0.212,-0.212,-0.055999999999999994
2023-01-17 00:13:51.134332731,0.054000000000000006,-0.11199999999999999,-0.161,-0.034
2023-01-17 00:13:55.353288734,0.16399999999999998,0.0,0.017,-0.027000000000000003
2023-01-17 00:13:59.572244738,0.042,0.129,-0.037000000000000005,-0.046
2023-01-17 00:14:03.791200742,0.073,0.061,-0.024,-0.034
2023-01-17 00:14:08.010156745,-0.02,-0.159,0.034,-0.08800000000000001
2023-01-17 00:14:12.229112749,-0.032,-0.071,-0.027000000000000003,-0.095
2023-01-17 00:14:16.448068753,0.015,0.154,0.081,0.006999999999999999
2023-01-17 00:14:20.667024757,0.002,-0.054000000000000006,0.054000000000000006,0.015
2023-01-17 00:14:24.885980760,-0.081,-0.134,-0.066,0.012
2023-01-17 00:14:29.104936764,0.042,-0.266,0.039,-0.024
2023-01-17 00:14:33.323892768,0.024,-0.055999999999999994,0.127,0.028999999999999998
2023-01-17 00:14:37.542848771,-0.132,-0.1,0.042,0.0
2023-01-17 00:14:41.761804775,-0.063,-0.20800000000000002,-0.127,0.024
2023-01-17 00:14:45.980760779,0.051,-0.215,-0.032,-0.017
2023-01-17 00:14:50.199716783,0.02,-0.081,0.095,-0.02
2023-01-17 00:14:54.418672786,0.0,0.022000000000000002,-0.012,0.012
2023-01-17 00:14:58.637628790,0.02,-0.09,-0.18100000000000002,0.071
2023-01-17 00:15:02.856584794,-0.01,-0.11699999999999999,0.063,0.044000000000000004
2023-01-17 00:15:07.075540797,-0.005,-0.055999999999999994,0.11,-0.017
2023-01-17 00:15:11.294496801,0.071,0.037000000000000005,-0.166,-0.034
2023-01-17 00:15:15.513452805,0.01,0.11,-0.13699999999999998,-0.042
2023-01-17 00:15:19.732408809,-0.005,-0.017,0.049,-0.049
2023-01-17 00:15:23.951364812,0.08800000000000001,0.063,0.061,-0.039
2023-01-17 00:15:28.170320816,0.037000000000000005,-0.042,-0.156,0.09
2023-01-17 00:15:32.389276820,-0.015,-0.032,-0.078,0.034
2023-01-17 00:15:36.608232823,-0.042,0.034,-0.129,-0.076
2023-01-17 00:15:40.827188827,-0.024,0.039,-0.095,-0.071
2023-01-17 00:15:45.046144831,-0.012,-0.028999999999999998,0.22899999999999998,-0.046
2023-01-17 00:15:49.265100835,0.071,-0.034,-0.037000000000000005,0.034
2023-01-17 00:15:53.484056838,-0.022000000000000002,-0.028999999999999998,-0.02,0.078
2023-01-17 00:15:57.703012842,-0.1,-0.054000000000000006,0.073,0.081
2023-01-17 00:16:01.921968846,-0.115,0.063,-0.061,0.0
2023-01-17 00:16:06.140924849,-0.028999999999999998,-0.083,-0.083,0.044000000000000004
2023-01-17 00:16:10.359880853,-0.01,-0.044000000000000004,-0.085,0.046
2023-01-17 00:16:14.578836857,-0.002,0.039,-0.081,0.078
2023-01-17 00:16:18.797792860,-0.051,-0.061,-0.042,0.039
2023-01-17 00:16:23.016748864,-0.081,-0.037000000000000005,-0.081,-0.032
2023-01-17 00:16:27.235704868,0.027000000000000003,-0.063,-0.01,-0.022000000000000002
2023-01-17 00:16:31.454660872,0.11,-0.046,0.024,0.039
2023-01-17 00:16:35.673616875,0.022000000000000002,0.01,-0.09,0.044000000000000004
2023-01-17 00:16:39.892572879,-0.061,-0.002,-0.11199999999999999,-0.002
2023-01-17 00:16:44.111528883,0.061,-0.09,-0.14400000000000002,-0.054000000000000006
2023-01-17 00:16:48.330484886,0.01,-0.17600000000000002,-0.139,-0.051
2023-01-17 00:16:52.549440890,-0.012,-0.042,-0.015,0.02
2023-01-17 00:16:56.768396894,-0.02,0.042,-0.071,0.015
2023-01-17 00:17:00.987352898,-0.049,-0.066,-0.12,0.068
2023-01-17 00:17:05.206308901,0.028999999999999998,-0.037000000000000005,-0.193,-0.034
2023-01-17 00:17:09.425264905,0.01,-0.02,-0.20800000000000002,-0.005
2023-01-17 00:17:13.644220909,-0.028999999999999998,0.09300000000000001,-0.08800000000000001,-0.005
2023-01-17 00:17:17.863176912,-0.032,-0.059000000000000004,0.134,0.076
2023-01-17 00:17:22.082132916,0.01,-0.09,0.11199999999999999,0.042
2023-01-17 00:17:26.301088920,0.042,-0.142,0.017,-0.005
2023-01-17 00:17:30.520044924,-0.01,0.006999999999999999,-0.032,0.078
2023-01-17 00:17:34.739000927,0.042,-0.042,-0.012,-0.024
2023-01-17 00:17:38.957956931,0.034,-0.132,-0.195,0.022000000000000002
2023-01-17 00:17:43.176912935,-0.08800000000000001,-0.125,-0.11199999999999999,-0.034
2023-01-17 00:17:47.395868938,-0.083,-0.11,0.002,0.02
2023-01-17 00:17:51.614824942,-0.09,-0.02,-0.09,0.046
2023-01-17 00:17:55.833780946,0.037000000000000005,-0.015,-0.13699999999999998,0.02
2023-01-17 00:18:00.052736950,-0.002,-0.015,-0.18100000000000002,0.042
2023-01-17 00:18:04.271692953,0.055999999999999994,-0.085,-0.166,-0.002
2023-01-17 00:18:08.490648957,0.024,0.076,-0.034,0.017
2023-01-17 00:18:12.709604961,0.044000000000000004,0.071,-0.044000000000000004,-0.02
2023-01-17 00:18:16.928560964,0.154,0.09300000000000001,-0.203,0.0
2023-01-17 00:18:21.147516968,0.08800000000000001,-0.12,0.09,-0.017
2023-01-17 00:18:25.366472972,0.027000000000000003,0.027000000000000003,0.198,-0.051
2023-01-17 00:18:29.585428976,0.034,0.107,-0.09300000000000001,-0.09300000000000001
2023-01-17 00:18:33.804384979,0.105,0.066,-0.015,-0.02
2023-01-17 00:18:38.023340983,0.081,0.017,0.071,0.02
2023-01-17 00:18:42.242296987,-0.02,-0.002,0.042,0.046
2023-01-17 00:18:46.461252990,-0.083,-0.015,-0.049,0.005
2023-01-17 00:18:50.680208994,-0.068,-0.139,0.0,0.0
2023-01-17 00:18:54.899164998,-0.017,-0.066,0.146,0.01
2023-01-17 00:18:59.118121002,0.034,-0.027000000000000003,0.076,0.028999999999999998
2023-01-17 00:19:03.337077005,0.042,-0.027000000000000003,0.024,-0.017
2023-01-17 00:19:07.556033009,-0.073,-0.127,-0.212,-0.034
2023-01-17 00:19:11.774989013,-0.11199999999999999,0.017,-0.11,-0.002
2023-01-17 00:19:15.993945016,-0.015,0.0,-0.046,-0.006999999999999999
2023-01-17 00:19:20.212901020,0.08800000000000001,-0.061,-0.054000000000000006,0.022000000000000002
2023-01-17 00:19:24.431857024,0.071,0.02,-0.002,-0.022000000000000002
2023-01-17 00:19:28.650813027,-0.066,-0.02,-0.11,-0.046
2023-01-17 00:19:32.869769031,-0.085,0.081,-0.125,-0.049
2023-01-17 00:19:37.088725035,0.083,0.006999999999999999,-0.051,0.024
2023-01-17 00:19:41.307681039,0.156,0.012,-0.127,0.059000000000000004
2023-01-17 00:19:45.526637042,0.105,-0.151,0.017,-0.01
2023-01-17 00:19:49.745593046,-0.073,0.046,0.037000000000000005,-0.037000000000000005
2023-01-17 00:19:53.964549050,-0.071,0.044000000000000004,-0.107,0.059000000000000004
2023-01-17 00:19:58.183505053,0.09,0.071,0.027000000000000003,0.054000000000000006
2023-01-17 00:20:02.402461057,0.078,-0.19,0.078,-0.037000000000000005
2023-01-17 00:20:06.621417061,-0.051,-0.251,-0.01,-0.01
2023-01-17 00:20:10.840373065,-0.142,-0.161,0.042,-0.024
2023-01-17 00:20:15.059329068,-0.076,-0.125,0.129,0.044000000000000004
2023-01-17 00:20:19.278285072,0.005,-0.08800000000000001,0.11699999999999999,0.0
2023-01-17 00:20:23.497241076,-0.01,-0.14400000000000002,0.006999999999999999,-0.002
2023-01-17 00:20:27.716197079,-0.09300000000000001,-0.028999999999999998,-0.02,-0.02
2023-01-17 00:20:31.935153083,-0.076,-0.13699999999999998,0.046,-0.051
2023-01-17 00:20:36.154109087,-0.049,-0.046,-0.122,0.081
2023-01-17 00:20:40.373065091,0.055999999999999994,-0.156,-0.139,0.055999999999999994
2023-01-17 00:20:44.592021094,0.01,0.076,-0.063,-0.027000000000000003
2023-01-17 00:20:48.810977098,-0.046,0.12,-0.11699999999999999,-0.12
2023-01-17 00:20:53.029933102,0.042,0.044000000000000004,-0.022000000000000002,-0.085
2023-01-17 00:20:57.248889105,0.132,0.054000000000000006,0.032,-0.017
2023-01-17 00:21:01.467845109,0.049,-0.039,-0.1,0.042
2023-01-17 00:21:05.686801113,-0.028999999999999998,0.105,0.02,-0.02
2023-01-17 00:21:09.905757117,0.044000000000000004,0.18100000000000002,0.063,-0.054000000000000006
2023-01-17 00:21:14.124713120,0.107,0.005,-0.01,-0.11
2023-01-17 00:21:18.343669124,0.122,0.063,-0.076,-0.055999999999999994
2023-01-17 00:21:22.562625128,0.068,0.012,0.006999999999999999,0.027000000000000003
2023-01-17 00:21:26.781581131,-0.002,-0.015,0.151,0.046
2023-01-17 00:21:31.000537135,-0.078,-0.051,-0.127,-0.006999999999999999
2023-01-17 00:21:35.219493139,-0.012,-0.073,-0.115,-0.071
2023-01-17 00:21:39.438449143,-0.037000000000000005,-0.105,0.151,0.002
2023-01-17 00:21:43.657405146,-0.105,-0.083,0.081,0.02
2023-01-17 00:21:47.876361150,-0.115,-0.139,-0.027000000000000003,0.027000000000000003
2023-01-17 00:21:52.095317154,0.017,-0.061,0.09,0.042
2023-01-17 00:21:56.314273157,0.042,-0.017,0.11,-0.02
2023-01-17 00:22:00.533229161,0.015,-0.042,0.085,0.027000000000000003
2023-01-17 00:22:04.752185165,0.032,-0.073,-0.107,-0.037000000000000005
2023-01-17 00:22:08.971141169,0.054000000000000006,0.0,-0.115,0.0
2023-01-17 00:22:13.190097172,0.024,-0.051,0.1,-0.005
2023-01-17 00:22:17.409053176,-0.002,0.005,-0.042,0.005
2023-01-17 00:22:21.628009180,0.083,0.10300000000000001,-0.195,0.027000000000000003
2023-01-17 00:22:25.846965183,0.061,-0.022000000000000002,0.249,-0.044000000000000004
2023-01-17 00:22:30.065921187,-0.006999999999999999,0.032,0.261,-0.046
2023-01-17 00:22:34.284877191,0.055999999999999994,0.083,-0.22,0.002
2023-01-17 00:22:38.503833194,0.046,0.161,-0.452,0.046
2023-01-17 00:22:42.722789198,-0.01,0.002,0.059000000000000004,0.044000000000000004
2023-01-17 00:22:46.941745202,0.049,-0.09300000000000001,0.315,-0.006999999999999999
2023-01-17 00:22:51.160701206,0.022000000000000002,-0.032,-0.198,-0.076
2023-01-17 00:22:55.379657209,-0.024,0.042,-0.13699999999999998,-0.061
2023-01-17 00:22:59.598613213,-0.024,-0.027000000000000003,0.022000000000000002,0.028999999999999998
2023-01-17 00:23:03.817569217,-0.022000000000000002,-0.183,-0.078,0.159
2023-01-17 00:23:08.036525220,-0.127,-0.068,0.225,0.11199999999999999
2023-01-17 00:23:12.255481224,-0.17600000000000002,-0.024,0.271,0.02
2023-01-17 00:23:16.474437228,-0.081,-0.142,0.098,0.027000000000000003
2023-01-17 00:23:20.693393232,-0.068,-0.251,0.032,0.085
2023-01-17 00:23:24.912349235,0.0,-0.17600000000000002,-0.146,0.081
2023-01-17 00:23:29.131305239,0.015,-0.09,-0.18600000000000003,0.051
2023-01-17 00:23:33.350261243,-0.028999999999999998,-0.059000000000000004,-0.078,-0.017
2023-01-17 00:23:37.569217246,-0.017,-0.061,-0.076,-0.09
2023-01-17 00:23:41.788173250,-0.027000000000000003,-0.027000000000000003,-0.002,-0.032
2023-01-17 00:23:46.007129254,-0.002,0.002,-0.17800000000000002,-0.044000000000000004
2023-01-17 00:23:50.226085258,0.054000000000000006,-0.028999999999999998,0.002,-0.002
2023-01-17 00:23:54.445041261,0.005,0.042,0.015,-0.039
